,0,1
292,407,1
293,113,1
294,914,1
295,684,1
296,745,1
297,8,1
298,420,1
299,26,1
300,671,1
301,101,1
302,727,1
303,847,1
304,209,1
305,999,1
306,851,1
307,914,1
308,197,1
309,125,1
310,983,1
311,324,1
312,560,1
313,99,1
314,17,1
315,495,1
316,286,1
317,320,1
318,327,1
319,857,1
320,99,1
321,748,1
322,238,1
323,156,1
324,83,1
325,602,1
326,637,1
327,276,1
328,766,1
329,347,1
330,215,1
331,906,1
332,807,1
333,133,1
334,995,1
335,494,1
336,365,1
337,27,1
338,876,1
339,813,1
340,684,1
341,527,1
342,444,1
343,142,1
344,773,1
345,836,1
346,175,1
347,379,1
348,979,1
349,383,1
350,812,1
351,432,1
352,38,1
353,324,1
354,1,1
355,421,1
356,850,1
357,501,1
358,466,1
359,809,1
360,883,1
361,673,1
362,140,1
363,721,1
364,264,1
365,1015,0
366,438,1
367,799,1
368,554,1
369,746,1
370,439,1
371,159,1
372,657,1
373,918,1
374,908,1
375,550,1
376,779,1
377,67,1
378,450,1
379,672,1
380,1014,0
381,21,1
382,698,1
383,603,1
384,974,1
385,248,1
386,832,1
387,196,1
388,311,1
389,289,1
390,10,1
391,285,1
392,29,1
393,997,1
394,80,1
395,270,1
396,937,1
397,852,1
398,473,1
399,519,1
400,274,1
401,744,1
402,848,1
403,463,1
404,87,1
405,164,1
406,67,1
407,318,1
408,901,1
409,528,1
410,776,1
411,928,1
412,130,1
413,115,1
414,465,1
415,867,1
416,334,1
417,736,1
418,62,1
419,264,1
420,445,1
421,205,1
422,447,1
423,41,1
424,358,1
425,161,1
426,926,1
427,289,1
428,950,1
429,811,1
430,447,1
431,37,1
432,996,1
433,1006,0
434,689,1
435,612,1
436,15,1
437,858,1
438,891,1
439,585,1
440,809,1
441,95,1
442,385,1
443,445,1
444,773,1
445,280,1
446,842,1
447,882,1
448,840,1
449,419,1
450,854,1
451,138,1
452,180,1
453,860,1
454,529,1
455,161,1
456,96,1
457,161,1
458,207,1
459,285,1
460,551,1
461,430,1
462,1,1
463,400,1
464,432,1
465,956,1
466,585,1
467,450,1
468,837,1
469,805,1
470,802,1
471,672,1
472,296,1
473,683,1
474,686,1
475,372,1
476,719,1
477,844,1
478,785,1
479,170,1
480,264,1
481,967,1
482,100,1
483,427,1
484,670,1
485,626,1
486,679,1
487,1006,0
488,904,1
489,875,1
490,453,1
491,633,1
492,559,1
493,968,1
494,612,1
495,63,1
496,190,1
497,546,1
498,166,1
499,642,1
500,800,1
501,138,1
502,626,1
503,187,1
504,776,1
505,611,1
506,6,1
507,153,1
508,488,1
509,246,1
510,1003,0
511,493,1
512,480,1
513,49,1
514,33,1
515,740,1
516,715,1
517,582,1
518,574,1
519,573,1
520,390,1
521,845,1
522,1025,0
523,873,1
524,850,1
525,173,1
526,635,1
527,204,1
528,295,1
529,130,1
530,966,1
531,397,1
532,3,1
533,536,1
534,877,1
535,869,1
536,968,1
537,635,1
538,529,1
539,273,1
540,954,1
541,581,1
542,600,1
543,64,1
544,240,1
545,302,1
546,615,1
547,525,1
548,999,1
549,21,1
550,838,1
551,751,1
552,447,1
553,466,1
554,75,1
555,565,1
556,648,1
557,86,1
558,414,1
559,944,1
560,549,1
561,531,1
562,126,1
563,81,1
564,310,1
565,316,1
566,639,1
567,69,1
568,926,1
569,171,1
570,865,1
571,32,1
572,303,1
573,284,1
574,843,1
575,706,1
576,126,1
577,558,1
578,647,1
579,478,1
580,19,1
581,631,1
582,208,1
583,69,1
584,505,1
585,549,1
586,945,1
587,852,1
588,922,1
589,398,1
590,595,1
591,10,1
592,422,1
593,613,1
594,297,1
595,386,1
596,692,1
597,688,1
598,976,1
599,243,1
600,539,1
601,946,1
602,927,1
603,971,1
604,994,1
605,668,1
606,56,1
607,995,1
608,242,1
609,614,1
610,363,1
611,804,1
612,787,1
613,171,1
614,630,1
615,847,1
616,93,1
617,977,1
618,733,1
619,865,1
620,23,1
621,14,1
622,512,1
623,983,1
624,376,1
625,155,1
626,922,1
627,533,1
628,809,1
629,357,1
630,565,1
631,513,1
632,1020,0
633,445,1
634,713,1
635,618,1
636,622,1
637,961,1
638,253,1
639,457,1
640,764,1
641,988,1
642,158,1
643,279,1
644,694,1
645,935,1
646,856,1
647,394,1
648,452,1
649,84,1
650,603,1
651,320,1
652,752,1
653,573,1
654,895,1
655,961,1
656,373,1
657,484,1
658,612,1
659,73,1
660,124,1
661,559,1
662,443,1
663,486,1
664,251,1
665,160,1
666,475,1
667,882,1
668,835,1
669,253,1
670,667,1
671,492,1
672,59,1
673,426,1
674,736,1
675,694,1
676,97,1
677,880,1
678,216,1
679,696,1
680,857,1
681,176,1
682,154,1
683,762,1
684,655,1
685,881,1
686,153,1
687,654,1
688,274,1
689,390,1
690,512,1
691,870,1
692,916,1
693,360,1
694,392,1
695,163,1
696,515,1
697,972,1
698,592,1
699,982,1
700,44,1
701,959,1
702,10,1
703,639,1
704,635,1
705,913,1
706,820,1
707,593,1
708,919,1
709,429,1
710,962,1
711,690,1
712,792,1
713,800,1
714,685,1
715,725,1
716,615,1
717,144,1
718,94,1
719,1,1
720,534,1
721,707,1
722,861,1
723,944,1
724,210,1
725,446,1
726,61,1
727,367,1
728,26,1
729,44,1
730,427,1
731,879,1
732,50,1
733,375,1
734,61,1
735,562,1
736,383,1
737,568,1
738,212,1
739,574,1
740,301,1
741,334,1
742,520,1
743,135,1
744,731,1
745,138,1
746,967,1
747,90,1
748,355,1
749,661,1
750,150,1
751,982,1
752,775,1
753,871,1
754,63,1
755,494,1
756,544,1
757,469,1
758,456,1
759,57,1
760,846,1
761,32,1
762,144,1
763,244,1
764,559,1
765,415,1
766,286,1
767,292,1
768,816,1
769,886,1
770,657,1
771,576,1
772,916,1
773,69,1
774,903,1
775,906,1
776,0,1
777,808,1
778,727,1
779,307,1
780,671,1
781,605,1
782,680,1
783,447,1
784,946,1
785,400,1
786,924,1
787,908,1
788,513,1
789,83,1
790,108,1
791,146,1
792,601,1
793,812,1
794,646,1
795,575,1
796,178,1
797,99,1
798,24,1
799,512,1
800,263,1
801,444,1
802,85,1
803,160,1
804,823,1
805,1020,0
806,255,1
807,379,1
808,131,1
809,204,1
810,889,1
811,942,1
812,237,1
813,582,1
814,804,1
815,753,1
816,515,1
817,424,1
818,316,1
819,509,1
820,536,1
821,293,1
822,780,1
823,244,1
824,547,1
825,477,1
826,1025,0
827,568,1
828,916,1
829,795,1
830,142,1
831,645,1
832,94,1
833,589,1
834,194,1
835,347,1
836,219,1
837,203,1
838,173,1
839,371,1
840,31,1
841,496,1
842,616,1
843,786,1
844,1016,0
845,741,1
846,79,1
847,748,1
848,519,1
849,293,1
850,852,1
851,593,1
852,52,1
853,811,1
854,34,1
855,750,1
856,424,1
857,19,1
858,783,1
859,787,1
860,999,1
861,1024,0
862,979,1
863,274,1
864,261,1
865,413,1
866,272,1
867,197,1
868,586,1
869,211,1
870,29,1
871,575,1
872,521,1
873,737,1
874,966,1
875,193,1
876,501,1
877,556,1
878,784,1
879,531,1
880,922,1
881,750,1
882,1002,0
883,31,1
884,352,1
885,920,1
886,665,1
887,672,1
888,944,1
889,705,1
890,753,1
891,816,1
892,733,1
893,71,1
894,477,1
895,546,1
896,423,1
897,917,1
898,408,1
899,195,1
900,490,1
901,944,1
902,161,1
903,89,1
904,473,1
905,345,1
906,236,1
907,535,1
908,875,1
909,363,1
910,476,1
911,83,1
912,504,1
913,91,1
914,302,1
915,907,1
916,686,1
917,101,1
918,660,1
919,811,1
920,983,1
921,12,1
922,581,1
923,668,1
924,558,1
925,685,1
926,196,1
927,507,1
928,429,1
929,614,1
930,368,1
931,927,1
932,1020,0
933,743,1
934,434,1
935,561,1
936,540,1
937,763,1
938,260,1
939,767,1
940,796,1
941,579,1
942,681,1
943,474,1
944,953,1
945,968,1
946,637,1
947,104,1
948,253,1
949,147,1
950,701,1
951,46,1
952,432,1
953,196,1
954,132,1
955,657,1
956,76,1
957,432,1
958,580,1
959,337,1
960,895,1
961,563,1
962,587,1
963,602,1
964,931,1
965,609,1
966,771,1
967,193,1
968,758,1
969,614,1
970,94,1
971,976,1
972,137,1
973,625,1
974,902,1
975,875,1
976,826,1
977,519,1
978,978,1
979,988,1
980,350,1
981,575,1
982,1001,0
983,88,1
984,960,1
985,172,1
986,746,1
987,433,1
988,746,1
989,199,1
990,1002,0
991,466,1
992,291,1
993,553,1
994,943,1
995,66,1
996,137,1
997,80,1
998,734,1
999,1020,0
1000,120,1
1001,482,1
1002,523,1
1003,371,1
1004,537,1
1005,244,1
1006,331,1
1007,781,1
1008,922,1
1009,1012,0
1010,550,1
1011,295,1
1012,401,1
1013,901,1
1014,952,1
1015,378,1
1016,995,1
1017,134,1
1018,375,1
1019,1011,0
1020,71,1
1021,811,1
1022,1001,0
1023,844,1
1024,85,1
1025,225,1
1026,500,1
1027,202,1
1028,899,1
1029,825,1
1030,308,1
1031,676,1
1032,142,1
1033,21,1
1034,491,1
1035,909,1
1036,671,1
1037,743,1
1038,287,1
1039,207,1
1040,746,1
1041,660,1
1042,745,1
1043,863,1
1044,493,1
1045,284,1
1046,52,1
1047,351,1
1048,651,1
1049,861,1
1050,275,1
1051,679,1
1052,518,1
1053,959,1
1054,180,1
1055,255,1
1056,441,1
1057,647,1
1058,47,1
1059,682,1
1060,66,1
1061,881,1
1062,294,1
1063,644,1
1064,220,1
1065,337,1
1066,320,1
1067,680,1
1068,412,1
1069,102,1
1070,276,1
1071,864,1
1072,86,1
1073,890,1
1074,304,1
1075,772,1
1076,219,1
1077,786,1
1078,512,1
1079,362,1
1080,119,1
1081,879,1
1082,14,1
1083,221,1
1084,110,1
1085,128,1
1086,425,1
1087,843,1
1088,920,1
1089,537,1
1090,65,1
1091,436,1
1092,655,1
1093,1008,0
1094,377,1
1095,438,1
1096,669,1
1097,109,1
1098,647,1
1099,63,1
1100,228,1
1101,31,1
1102,41,1
1103,877,1
1104,930,1
1105,729,1
1106,752,1
1107,65,1
1108,661,1
1109,454,1
1110,173,1
1111,32,1
1112,367,1
1113,411,1
1114,291,1
1115,800,1
1116,638,1
1117,819,1
1118,163,1
1119,141,1
1120,395,1
1121,676,1
1122,951,1
1123,128,1
1124,802,1
1125,985,1
1126,315,1
1127,247,1
1128,338,1
1129,319,1
1130,1008,0
1131,324,1
1132,772,1
1133,821,1
1134,548,1
1135,936,1
1136,450,1
1137,10,1
1138,87,1
1139,705,1
1140,60,1
1141,195,1
1142,82,1
1143,789,1
1144,900,1
1145,398,1
1146,538,1
1147,459,1
1148,1007,0
1149,1015,0
1150,629,1
1151,578,1
1152,166,1
1153,133,1
1154,161,1
1155,168,1
1156,109,1
1157,698,1
1158,213,1
1159,178,1
1160,867,1
1161,435,1
1162,151,1
1163,909,1
1164,414,1
1165,129,1
1166,790,1
1167,853,1
1168,706,1
1169,507,1
1170,19,1
1171,433,1
1172,168,1
1173,327,1
1174,79,1
1175,902,1
1176,54,1
1177,457,1
1178,978,1
1179,949,1
1180,342,1
1181,119,1
1182,582,1
1183,400,1
1184,793,1
1185,607,1
1186,372,1
1187,687,1
1188,0,1
1189,741,1
1190,432,1
1191,942,1
1192,662,1
1193,411,1
1194,908,1
1195,966,1
1196,995,1
1197,499,1
1198,307,1
1199,62,1
1200,652,1
1201,49,1
1202,137,1
1203,1019,0
1204,103,1
1205,122,1
1206,151,1
1207,551,1
1208,856,1
1209,62,1
1210,128,1
1211,1016,0
1212,330,1
1213,615,1
1214,479,1
1215,343,1
1216,42,1
1217,144,1
1218,61,1
1219,1021,0
1220,912,1
1221,631,1
1222,792,1
1223,328,1
1224,209,1
1225,519,1
1226,502,1
1227,906,1
1228,97,1
1229,742,1
1230,466,1
1231,671,1
1232,839,1
1233,925,1
1234,188,1
1235,559,1
1236,480,1
1237,827,1
1238,321,1
1239,418,1
1240,137,1
1241,125,1
1242,498,1
1243,809,1
1244,769,1
1245,937,1
1246,869,1
1247,102,1
1248,45,1
1249,212,1
1250,862,1
1251,406,1
1252,238,1
1253,818,1
1254,140,1
1255,146,1
1256,960,1
1257,125,1
1258,192,1
1259,74,1
1260,748,1
1261,952,1
1262,366,1
1263,976,1
1264,893,1
1265,171,1
1266,36,1
1267,389,1
1268,902,1
1269,148,1
1270,52,1
1271,536,1
1272,131,1
1273,534,1
1274,773,1
1275,176,1
1276,969,1
1277,136,1
1278,627,1
1279,101,1
1280,896,1
1281,628,1
1282,1005,0
1283,835,1
1284,982,1
1285,989,1
1286,963,1
1287,445,1
1288,133,1
1289,941,1
1290,406,1
1291,139,1
1292,658,1
1293,892,1
1294,579,1
1295,496,1
1296,91,1
1297,336,1
1298,241,1
1299,24,1
1300,42,1
1301,402,1
1302,305,1
1303,346,1
1304,576,1
1305,384,1
1306,947,1
1307,953,1
1308,910,1
1309,495,1
1310,23,1
1311,154,1
1312,328,1
1313,254,1
1314,781,1
1315,157,1
1316,430,1
1317,412,1
1318,241,1
1319,332,1
1320,136,1
1321,45,1
1322,895,1
1323,273,1
1324,876,1
1325,186,1
1326,494,1
1327,1,1
1328,148,1
1329,142,1
1330,125,1
1331,248,1
1332,39,1
1333,177,1
1334,606,1
1335,249,1
1336,1007,0
1337,437,1
1338,12,1
1339,583,1
1340,532,1
1341,33,1
1342,691,1
1343,944,1
1344,541,1
1345,43,1
1346,291,1
1347,686,1
1348,830,1
1349,499,1
1350,643,1
1351,312,1
1352,801,1
1353,130,1
1354,83,1
1355,895,1
1356,410,1
1357,309,1
1358,302,1
1359,799,1
1360,27,1
1361,21,1
1362,624,1
1363,466,1
1364,857,1
1365,911,1
1366,568,1
1367,565,1
1368,144,1
1369,290,1
1370,96,1
1371,891,1
1372,913,1
1373,125,1
1374,412,1
1375,996,1
1376,860,1
1377,979,1
1378,714,1
1379,334,1
1380,437,1
1381,826,1
1382,441,1
1383,667,1
1384,775,1
1385,920,1
1386,41,1
1387,507,1
1388,639,1
1389,997,1
1390,317,1
1391,620,1
1392,356,1
1393,27,1
1394,580,1
1395,394,1
1396,644,1
1397,75,1
1398,336,1
1399,363,1
1400,677,1
1401,61,1
1402,779,1
1403,336,1
1404,737,1
1405,770,1
1406,280,1
1407,102,1
1408,390,1
1409,534,1
1410,546,1
1411,672,1
1412,571,1
1413,740,1
1414,593,1
1415,948,1
1416,39,1
1417,694,1
1418,385,1
1419,747,1
1420,984,1
1421,396,1
1422,153,1
1423,572,1
1424,287,1
1425,531,1
1426,537,1
1427,142,1
1428,686,1
1429,823,1
1430,855,1
1431,157,1
1432,544,1
1433,242,1
1434,221,1
1435,67,1
1436,266,1
1437,13,1
1438,562,1
1439,314,1
1440,236,1
1441,130,1
1442,699,1
1443,201,1
1444,441,1
1445,710,1
1446,986,1
1447,359,1
1448,706,1
1449,579,1
1450,444,1
1451,288,1
1452,549,1
1453,984,1
1454,992,1
1455,599,1
1456,105,1
1457,681,1
1458,861,1
1459,112,1
1460,106,1
1461,606,1
1462,292,1
1463,516,1
1464,570,1
1465,218,1
1466,571,1
1467,424,1
1468,153,1
1469,482,1
1470,566,1
1471,33,1
1472,658,1
1473,343,1
1474,125,1
1475,825,1
1476,293,1
1477,638,1
1478,778,1
1479,478,1
1480,224,1
1481,469,1
1482,262,1
1483,179,1
1484,437,1
1485,1011,0
1486,773,1
1487,459,1
1488,738,1
1489,1016,0
1490,84,1
1491,695,1
1492,733,1
1493,380,1
1494,169,1
1495,767,1
1496,791,1
1497,521,1
1498,323,1
1499,551,1
1500,780,1
1501,313,1
1502,483,1
1503,139,1
1504,147,1
1505,185,1
1506,805,1
1507,455,1
1508,690,1
1509,3,1
1510,915,1
1511,531,1
1512,725,1
1513,88,1
1514,341,1
1515,806,1
1516,769,1
1517,467,1
1518,356,1
1519,478,1
1520,559,1
1521,358,1
1522,810,1
1523,65,1
1524,944,1
1525,315,1
1526,458,1
1527,523,1
1528,760,1
1529,587,1
1530,40,1
1531,1025,0
1532,337,1
1533,577,1
1534,225,1
1535,331,1
1536,683,1
1537,585,1
1538,531,1
1539,429,1
1540,674,1
1541,16,1
1542,356,1
1543,619,1
1544,375,1
1545,669,1
1546,643,1
1547,134,1
1548,156,1
1549,295,1
1550,945,1
1551,714,1
1552,794,1
1553,179,1
1554,612,1
1555,914,1
1556,694,1
1557,183,1
1558,563,1
1559,853,1
1560,801,1
1561,134,1
1562,948,1
1563,158,1
1564,197,1
1565,974,1
1566,280,1
1567,1001,0
1568,675,1
1569,444,1
1570,883,1
1571,774,1
1572,45,1
1573,91,1
1574,904,1
1575,361,1
1576,378,1
1577,297,1
1578,21,1
1579,939,1
1580,468,1
1581,128,1
1582,744,1
1583,802,1
1584,481,1
1585,647,1
1586,106,1
1587,344,1
1588,598,1
1589,487,1
1590,168,1
1591,853,1
1592,993,1
1593,91,1
1594,44,1
1595,766,1
1596,917,1
1597,1014,0
1598,251,1
1599,598,1
1600,47,1
1601,589,1
1602,275,1
1603,376,1
1604,157,1
1605,204,1
1606,997,1
1607,645,1
1608,428,1
1609,1,1
1610,590,1
1611,817,1
1612,3,1
1613,912,1
1614,989,1
1615,486,1
1616,441,1
1617,823,1
1618,260,1
1619,449,1
1620,419,1
1621,451,1
1622,76,1
1623,397,1
1624,409,1
1625,59,1
1626,199,1
1627,643,1
1628,48,1
1629,585,1
1630,760,1
1631,589,1
1632,575,1
1633,439,1
1634,366,1
1635,264,1
1636,253,1
1637,696,1
1638,439,1
1639,938,1
1640,947,1
1641,816,1
1642,392,1
1643,725,1
1644,808,1
1645,973,1
1646,615,1
1647,762,1
1648,545,1
1649,297,1
1650,118,1
1651,35,1
1652,458,1
1653,674,1
1654,643,1
1655,891,1
1656,680,1
1657,952,1
1658,280,1
1659,728,1
1660,622,1
1661,779,1
1662,578,1
1663,629,1
1664,545,1
1665,218,1
1666,29,1
1667,359,1
1668,353,1
1669,981,1
1670,464,1
1671,337,1
1672,273,1
1673,831,1
1674,927,1
1675,59,1
1676,298,1
1677,492,1
1678,308,1
1679,205,1
1680,1005,0
1681,445,1
1682,387,1
1683,314,1
1684,199,1
1685,393,1
1686,994,1
1687,372,1
1688,78,1
1689,417,1
1690,1024,0
1691,271,1
1692,431,1
1693,901,1
1694,928,1
1695,684,1
1696,463,1
1697,436,1
1698,358,1
1699,964,1
1700,469,1
1701,545,1
1702,461,1
1703,130,1
1704,964,1
1705,337,1
1706,996,1
1707,674,1
1708,566,1
1709,833,1
1710,363,1
1711,537,1
1712,677,1
1713,585,1
1714,98,1
1715,896,1
1716,997,1
1717,601,1
1718,607,1
1719,978,1
1720,635,1
1721,85,1
1722,900,1
1723,384,1
1724,982,1
1725,149,1
1726,730,1
1727,445,1
1728,999,1
1729,177,1
1730,416,1
1731,177,1
1732,382,1
1733,274,1
1734,586,1
1735,406,1
1736,634,1
1737,72,1
1738,656,1
1739,592,1
1740,665,1
1741,46,1
1742,241,1
1743,845,1
1744,452,1
1745,35,1
1746,446,1
1747,10,1
1748,787,1
1749,720,1
1750,988,1
1751,326,1
1752,174,1
1753,395,1
1754,793,1
1755,135,1
1756,227,1
1757,531,1
1758,517,1
1759,356,1
1760,544,1
1761,106,1
1762,442,1
1763,649,1
1764,632,1
1765,317,1
1766,380,1
1767,760,1
1768,886,1
1769,807,1
1770,580,1
1771,803,1
1772,677,1
1773,291,1
1774,959,1
1775,907,1
1776,436,1
1777,912,1
1778,94,1
1779,926,1
1780,41,1
1781,608,1
1782,487,1
1783,49,1
1784,172,1
1785,1010,0
1786,979,1
1787,308,1
1788,594,1
1789,365,1
1790,135,1
1791,163,1
1792,865,1
1793,939,1
1794,257,1
1795,702,1
1796,295,1
1797,98,1
1798,190,1
1799,142,1
1800,913,1
1801,946,1
1802,481,1
1803,554,1
1804,518,1
1805,342,1
1806,879,1
1807,351,1
1808,596,1
1809,711,1
1810,490,1
1811,848,1
1812,956,1
1813,592,1
1814,236,1
1815,191,1
1816,224,1
1817,39,1
1818,562,1
1819,938,1
1820,70,1
1821,444,1
1822,170,1
1823,950,1
1824,209,1
1825,284,1
1826,697,1
1827,702,1
1828,802,1
1829,527,1
1830,854,1
1831,248,1
1832,178,1
1833,201,1
1834,119,1
1835,131,1
1836,743,1
1837,665,1
1838,698,1
1839,968,1
1840,121,1
1841,711,1
1842,426,1
1843,403,1
1844,188,1
1845,372,1
1846,828,1
1847,115,1
1848,310,1
1849,853,1
1850,401,1
1851,471,1
1852,888,1
1853,249,1
1854,681,1
1855,179,1
1856,849,1
1857,279,1
1858,552,1
1859,628,1
1860,8,1
1861,269,1
1862,908,1
1863,868,1
1864,178,1
1865,893,1
1866,333,1
1867,694,1
1868,545,1
1869,980,1
1870,0,1
1871,343,1
1872,963,1
1873,751,1
1874,177,1
1875,278,1
1876,495,1
1877,570,1
1878,918,1
1879,777,1
1880,687,1
1881,880,1
1882,282,1
1883,573,1
1884,948,1
1885,60,1
1886,8,1
1887,504,1
1888,388,1
1889,577,1
1890,95,1
1891,530,1
1892,374,1
1893,513,1
1894,790,1
1895,469,1
1896,89,1
1897,733,1
1898,438,1
1899,599,1
1900,779,1
1901,463,1
1902,734,1
1903,949,1
1904,525,1
1905,865,1
1906,698,1
1907,995,1
1908,1016,0
1909,915,1
1910,491,1
1911,889,1
1912,996,1
1913,680,1
1914,281,1
1915,818,1
1916,1008,0
1917,888,1
1918,353,1
1919,615,1
1920,418,1
1921,833,1
1922,213,1
1923,208,1
1924,111,1
1925,406,1
1926,103,1
1927,154,1
1928,12,1
1929,652,1
1930,422,1
1931,21,1
1932,393,1
1933,683,1
1934,920,1
1935,496,1
1936,4,1
1937,729,1
1938,861,1
1939,882,1
1940,706,1
1941,266,1
1942,471,1
1943,968,1
1944,384,1
1945,646,1
1946,215,1
1947,330,1
1948,1,1
1949,727,1
1950,473,1
1951,1009,0
1952,848,1
1953,448,1
1954,232,1
1955,597,1
1956,237,1
1957,218,1
1958,922,1
1959,426,1
1960,735,1
1961,442,1
1962,901,1
1963,24,1
1964,375,1
1965,544,1
1966,408,1
1967,258,1
1968,915,1
1969,167,1
1970,899,1
1971,495,1
1972,777,1
1973,993,1
1974,925,1
1975,314,1
1976,309,1
1977,857,1
1978,220,1
1979,778,1
1980,891,1
1981,400,1
1982,99,1
1983,931,1
1984,782,1
1985,958,1
1986,896,1
1987,806,1
1988,574,1
1989,565,1
1990,1001,0
1991,272,1
1992,533,1
1993,911,1
1994,1006,0
1995,428,1
1996,771,1
1997,482,1
1998,507,1
1999,963,1
2000,844,1
2001,306,1
2002,17,1
2003,580,1
2004,524,1
2005,527,1
2006,932,1
2007,759,1
2008,991,1
2009,116,1
2010,110,1
2011,555,1
2012,176,1
2013,794,1
2014,145,1
2015,976,1
2016,317,1
2017,595,1
2018,500,1
2019,508,1
2020,55,1
2021,210,1
2022,906,1
2023,1020,0
2024,645,1
2025,149,1
2026,209,1
2027,381,1
2028,523,1
2029,682,1
2030,693,1
2031,838,1
2032,859,1
2033,862,1
2034,238,1
2035,109,1
2036,167,1
2037,483,1
2038,872,1
2039,389,1
2040,41,1
2041,23,1
2042,24,1
2043,94,1
2044,406,1
2045,263,1
2046,71,1
2047,255,1
2048,857,1
2049,411,1
2050,365,1
2051,324,1
2052,637,1
2053,216,1
2054,489,1
2055,984,1
2056,923,1
2057,1003,0
2058,370,1
2059,759,1
2060,960,1
2061,825,1
2062,570,1
2063,121,1
2064,307,1
2065,449,1
2066,507,1
2067,422,1
2068,345,1
2069,181,1
2070,873,1
2071,500,1
2072,147,1
2073,165,1
2074,161,1
2075,177,1
2076,288,1
2077,127,1
2078,439,1
2079,1023,0
2080,715,1
2081,346,1
2082,281,1
2083,971,1
2084,873,1
2085,101,1
2086,25,1
2087,894,1
2088,551,1
2089,866,1
2090,319,1
2091,953,1
2092,611,1
2093,20,1
2094,140,1
2095,862,1
2096,910,1
2097,360,1
2098,647,1
2099,828,1
2100,19,1
2101,918,1
2102,181,1
2103,815,1
2104,760,1
2105,520,1
2106,519,1
2107,676,1
2108,752,1
2109,382,1
2110,448,1
2111,656,1
2112,513,1
2113,848,1
2114,588,1
2115,501,1
2116,203,1
2117,1010,0
2118,413,1
2119,218,1
2120,696,1
2121,207,1
2122,365,1
2123,1005,0
2124,785,1
2125,22,1
2126,669,1
2127,112,1
2128,869,1
2129,219,1
2130,614,1
2131,8,1
2132,878,1
2133,822,1
